punto_index,x_original,y_original,x_robot,y_robot,theta1_rad,theta2_rad,theta1_deg,theta2_deg,alcanzable
1409,-2.64,-8.88,12.36,-8.88,-1.41,2.02,-80.83,116.0,true
1410,-2.61,-8.9,12.39,-8.9,-1.41,2.02,-80.77,115.86,true
1411,-2.59,-8.91,12.41,-8.91,-1.41,2.02,-80.72,115.71,true
1412,-2.56,-8.92,12.44,-8.92,-1.41,2.02,-80.66,115.56,true
1413,-2.54,-8.94,12.46,-8.94,-1.41,2.01,-80.61,115.41,true
1414,-2.51,-8.95,12.49,-8.95,-1.41,2.01,-80.55,115.26,true
1415,-2.48,-8.97,12.52,-8.97,-1.41,2.01,-80.5,115.11,true
1416,-2.46,-8.98,12.54,-8.98,-1.4,2.01,-80.45,114.95,true
1417,-2.43,-9.0,12.57,-9.0,-1.4,2.0,-80.4,114.8,true
1418,-2.4,-9.01,12.6,-9.01,-1.4,2.0,-80.35,114.65,true
1419,-2.38,-9.03,12.62,-9.03,-1.4,2.0,-80.31,114.49,true
1420,-2.35,-9.05,12.65,-9.05,-1.4,2.0,-80.26,114.33,true
1421,-2.33,-9.06,12.67,-9.06,-1.4,1.99,-80.21,114.17,true
1422,-2.3,-9.08,12.7,-9.08,-1.4,1.99,-80.17,114.01,true
1423,-2.28,-9.1,12.72,-9.1,-1.4,1.99,-80.12,113.85,true
1424,-2.25,-9.12,12.75,-9.12,-1.4,1.98,-80.08,113.69,true
1425,-2.22,-9.14,12.78,-9.14,-1.4,1.98,-80.03,113.53,true
1426,-2.2,-9.15,12.8,-9.15,-1.4,1.98,-79.99,113.37,true
1427,-2.17,-9.17,12.83,-9.17,-1.4,1.98,-79.94,113.2,true
1428,-2.15,-9.19,12.85,-9.19,-1.39,1.97,-79.9,113.04,true
1429,-2.12,-9.21,12.88,-9.21,-1.39,1.97,-79.86,112.87,true
1430,-2.09,-9.23,12.91,-9.23,-1.39,1.97,-79.81,112.7,true
1431,-2.07,-9.25,12.93,-9.25,-1.39,1.96,-79.77,112.54,true
1432,-2.04,-9.27,12.96,-9.27,-1.39,1.96,-79.73,112.37,true
1433,-2.02,-9.29,12.98,-9.29,-1.39,1.96,-79.68,112.2,true
1434,-1.99,-9.31,13.01,-9.31,-1.39,1.96,-79.64,112.03,true
1435,-1.96,-9.33,13.04,-9.33,-1.39,1.95,-79.6,111.86,true
1436,-1.94,-9.35,13.06,-9.35,-1.39,1.95,-79.55,111.68,true
1437,-1.91,-9.37,13.09,-9.37,-1.39,1.95,-79.51,111.51,true
1438,-1.88,-9.39,13.12,-9.39,-1.39,1.94,-79.46,111.34,true
1439,-1.86,-9.41,13.14,-9.41,-1.39,1.94,-79.42,111.17,true
1440,-1.83,-9.43,13.17,-9.43,-1.39,1.94,-79.37,110.99,true
1441,-1.8,-9.45,13.2,-9.45,-1.38,1.93,-79.33,110.82,true
1442,-1.78,-9.48,13.22,-9.48,-1.38,1.93,-79.28,110.64,true
1443,-1.75,-9.5,13.25,-9.5,-1.38,1.93,-79.23,110.47,true
1444,-1.72,-9.52,13.28,-9.52,-1.38,1.92,-79.18,110.29,true
1445,-1.7,-9.54,13.3,-9.54,-1.38,1.92,-79.13,110.11,true
1446,-1.67,-9.56,13.33,-9.56,-1.38,1.92,-79.08,109.94,true
1447,-1.64,-9.58,13.36,-9.58,-1.38,1.92,-79.03,109.76,true
1448,-1.61,-9.6,13.39,-9.6,-1.38,1.91,-78.98,109.58,true
1449,-1.58,-9.61,13.42,-9.61,-1.38,1.91,-78.92,109.41,true
1450,-1.56,-9.63,13.44,-9.63,-1.38,1.91,-78.87,109.23,true
1451,-1.53,-9.65,13.47,-9.65,-1.38,1.9,-78.81,109.05,true
1452,-1.5,-9.67,13.5,-9.67,-1.37,1.9,-78.76,108.88,true
1453,-1.47,-9.69,13.53,-9.69,-1.37,1.9,-78.7,108.7,true
1454,-1.44,-9.71,13.56,-9.71,-1.37,1.89,-78.64,108.52,true
1455,-1.42,-9.73,13.58,-9.73,-1.37,1.89,-78.58,108.35,true
1456,-1.39,-9.74,13.61,-9.74,-1.37,1.89,-78.52,108.17,true
1457,-1.36,-9.76,13.64,-9.76,-1.37,1.88,-78.45,108.0,true
1458,-1.33,-9.78,13.67,-9.78,-1.37,1.88,-78.39,107.82,true
1459,-1.3,-9.79,13.7,-9.79,-1.37,1.88,-78.32,107.65,true
1460,-1.27,-9.81,13.73,-9.81,-1.37,1.88,-78.25,107.48,true
1461,-1.24,-9.82,13.76,-9.82,-1.36,1.87,-78.19,107.3,true
1462,-1.21,-9.84,13.79,-9.84,-1.36,1.87,-78.11,107.13,true
1463,-1.18,-9.85,13.82,-9.85,-1.36,1.87,-78.04,106.96,true
1464,-1.15,-9.86,13.85,-9.86,-1.36,1.86,-77.97,106.79,true
1465,-1.12,-9.88,13.88,-9.88,-1.36,1.86,-77.89,106.63,true
1466,-1.09,-9.89,13.91,-9.89,-1.36,1.86,-77.81,106.46,true
1467,-1.06,-9.9,13.94,-9.9,-1.36,1.86,-77.74,106.29,true
1468,-1.03,-9.91,13.97,-9.91,-1.36,1.85,-77.66,106.13,true
1469,-1.0,-9.92,14.0,-9.92,-1.35,1.85,-77.57,105.97,true
1470,-0.97,-9.93,14.03,-9.93,-1.35,1.85,-77.49,105.81,true
1471,-0.94,-9.94,14.06,-9.94,-1.35,1.84,-77.4,105.65,true
1472,-0.91,-9.94,14.09,-9.94,-1.35,1.84,-77.32,105.49,true
1473,-0.88,-9.95,14.12,-9.95,-1.35,1.84,-77.23,105.33,true
1474,-0.85,-9.96,14.15,-9.96,-1.35,1.84,-77.14,105.18,true
1475,-0.82,-9.96,14.18,-9.96,-1.34,1.83,-77.04,105.02,true
1476,-0.78,-9.97,14.22,-9.97,-1.34,1.83,-76.95,104.87,true
1477,-0.75,-9.97,14.25,-9.97,-1.34,1.83,-76.85,104.73,true
1478,-0.72,-9.97,14.28,-9.97,-1.34,1.83,-76.76,104.58,true
1479,-0.69,-9.98,14.31,-9.98,-1.34,1.82,-76.66,104.43,true
1480,-0.66,-9.98,14.34,-9.98,-1.34,1.82,-76.56,104.29,true
1481,-0.63,-9.98,14.37,-9.98,-1.33,1.82,-76.46,104.15,true
1482,-0.6,-9.98,14.4,-9.98,-1.33,1.82,-76.35,104.02,true
1483,-0.56,-9.98,14.44,-9.98,-1.33,1.81,-76.25,103.88,true
1484,-0.53,-9.97,14.47,-9.97,-1.33,1.81,-76.14,103.75,true
1485,-0.5,-9.97,14.5,-9.97,-1.33,1.81,-76.03,103.62,true
1486,-0.47,-9.96,14.53,-9.96,-1.33,1.81,-75.92,103.49,true
1487,-0.44,-9.96,14.56,-9.96,-1.32,1.8,-75.81,103.37,true
1488,-0.41,-9.95,14.59,-9.95,-1.32,1.8,-75.69,103.24,true
1489,-0.38,-9.95,14.62,-9.95,-1.32,1.8,-75.58,103.12,true
1490,-0.34,-9.94,14.66,-9.94,-1.32,1.8,-75.46,103.01,true
1491,-0.31,-9.93,14.69,-9.93,-1.31,1.8,-75.34,102.89,true
1492,-0.28,-9.92,14.72,-9.92,-1.31,1.79,-75.22,102.78,true
1493,-0.25,-9.91,14.75,-9.91,-1.31,1.79,-75.1,102.68,true
1494,-0.22,-9.89,14.78,-9.89,-1.31,1.79,-74.98,102.57,true
1495,-0.19,-9.88,14.81,-9.88,-1.31,1.79,-74.85,102.47,true
1496,-0.16,-9.87,14.84,-9.87,-1.3,1.79,-74.73,102.37,true
1497,-0.12,-9.85,14.88,-9.85,-1.3,1.79,-74.6,102.27,true
1498,-0.09,-9.84,14.91,-9.84,-1.3,1.78,-74.47,102.18,true
1499,-0.06,-9.82,14.94,-9.82,-1.3,1.78,-74.34,102.09,true
1500,-0.03,-9.8,14.97,-9.8,-1.3,1.78,-74.21,102.0,true
1501,-0.0,-9.78,15.0,-9.78,-1.29,1.78,-74.08,101.92,true
1502,0.03,-9.76,15.03,-9.76,-1.29,1.78,-73.95,101.84,true
1503,0.06,-9.74,15.06,-9.74,-1.29,1.78,-73.81,101.76,true
1504,0.09,-9.72,15.09,-9.72,-1.29,1.77,-73.67,101.69,true
1505,0.12,-9.7,15.12,-9.7,-1.28,1.77,-73.54,101.62,true
1506,0.15,-9.67,15.15,-9.67,-1.28,1.77,-73.4,101.55,true
1507,0.18,-9.65,15.18,-9.65,-1.28,1.77,-73.26,101.48,true
1508,0.21,-9.62,15.21,-9.62,-1.28,1.77,-73.12,101.42,true
1509,0.24,-9.6,15.24,-9.6,-1.27,1.77,-72.98,101.36,true
1510,0.27,-9.57,15.27,-9.57,-1.27,1.77,-72.84,101.3,true
1511,0.3,-9.54,15.3,-9.54,-1.27,1.77,-72.69,101.25,true
1512,0.33,-9.51,15.33,-9.51,-1.27,1.77,-72.55,101.2,true
1513,0.36,-9.48,15.36,-9.48,-1.26,1.77,-72.4,101.15,true
1514,0.39,-9.45,15.39,-9.45,-1.26,1.76,-72.26,101.11,true
1515,0.41,-9.42,15.41,-9.42,-1.26,1.76,-72.11,101.07,true
1516,0.44,-9.38,15.44,-9.38,-1.26,1.76,-71.96,101.03,true
1517,0.47,-9.35,15.47,-9.35,-1.25,1.76,-71.82,100.99,true
1518,0.5,-9.32,15.5,-9.32,-1.25,1.76,-71.67,100.96,true
1519,0.53,-9.28,15.53,-9.28,-1.25,1.76,-71.52,100.93,true
1520,0.55,-9.25,15.55,-9.25,-1.25,1.76,-71.37,100.9,true
1521,0.58,-9.21,15.58,-9.21,-1.24,1.76,-71.22,100.88,true
1522,0.61,-9.17,15.61,-9.17,-1.24,1.76,-71.07,100.86,true
1523,0.63,-9.13,15.63,-9.13,-1.24,1.76,-70.91,100.84,true
1524,0.66,-9.1,15.66,-9.1,-1.24,1.76,-70.76,100.82,true
1525,0.68,-9.06,15.68,-9.06,-1.23,1.76,-70.61,100.8,true
1526,0.71,-9.02,15.71,-9.02,-1.23,1.76,-70.46,100.79,true
1527,0.73,-8.98,15.73,-8.98,-1.23,1.76,-70.3,100.78,true
1528,0.76,-8.94,15.76,-8.94,-1.22,1.76,-70.15,100.77,true
1529,0.78,-8.9,15.78,-8.9,-1.22,1.76,-69.99,100.77,true
1530,0.81,-8.85,15.81,-8.85,-1.22,1.76,-69.84,100.76,true
1531,0.83,-8.81,15.83,-8.81,-1.22,1.76,-69.69,100.76,true
1532,0.86,-8.77,15.86,-8.77,-1.21,1.76,-69.53,100.76,true
1533,0.88,-8.73,15.88,-8.73,-1.21,1.76,-69.38,100.76,true
1534,0.9,-8.68,15.9,-8.68,-1.21,1.76,-69.22,100.76,true
1535,0.93,-8.64,15.93,-8.64,-1.21,1.76,-69.07,100.77,true
1536,0.95,-8.59,15.95,-8.59,-1.2,1.76,-68.91,100.77,true
1537,0.97,-8.55,15.97,-8.55,-1.2,1.76,-68.76,100.78,true
1538,0.99,-8.5,15.99,-8.5,-1.2,1.76,-68.6,100.79,true
1539,1.01,-8.46,16.01,-8.46,-1.19,1.76,-68.45,100.8,true
1540,1.04,-8.41,16.04,-8.41,-1.19,1.76,-68.29,100.81,true
1541,1.06,-8.37,16.06,-8.37,-1.19,1.76,-68.14,100.82,true
1542,1.08,-8.32,16.08,-8.32,-1.19,1.76,-67.99,100.84,true
1543,1.1,-8.28,16.1,-8.28,-1.18,1.76,-67.83,100.85,true
1544,1.12,-8.23,16.12,-8.23,-1.18,1.76,-67.68,100.87,true
1545,1.14,-8.19,16.14,-8.19,-1.18,1.76,-67.53,100.88,true
1546,1.16,-8.14,16.16,-8.14,-1.18,1.76,-67.38,100.9,true
1547,1.18,-8.1,16.18,-8.1,-1.17,1.76,-67.22,100.92,true
1548,1.2,-8.05,16.2,-8.05,-1.17,1.76,-67.07,100.93,true
1549,1.22,-8.0,16.22,-8.0,-1.17,1.76,-66.92,100.95,true
1550,1.23,-7.96,16.23,-7.96,-1.17,1.76,-66.77,100.97,true
1551,1.25,-7.91,16.25,-7.91,-1.16,1.76,-66.63,100.99,true
1552,1.27,-7.87,16.27,-7.87,-1.16,1.76,-66.48,101.01,true
1553,1.29,-7.82,16.29,-7.82,-1.16,1.76,-66.33,101.02,true
1554,1.31,-7.78,16.31,-7.78,-1.16,1.76,-66.19,101.04,true
1555,1.32,-7.73,16.32,-7.73,-1.15,1.76,-66.04,101.06,true
1556,1.34,-7.69,16.34,-7.69,-1.15,1.76,-65.9,101.08,true
1557,1.36,-7.65,16.36,-7.65,-1.15,1.76,-65.75,101.09,true
1558,1.38,-7.6,16.38,-7.6,-1.15,1.76,-65.61,101.11,true
1559,1.39,-7.56,16.39,-7.56,-1.14,1.76,-65.47,101.13,true
1560,1.41,-7.52,16.41,-7.52,-1.14,1.77,-65.33,101.14,true
1561,1.43,-7.48,16.43,-7.48,-1.14,1.77,-65.19,101.16,true
1562,1.44,-7.43,16.44,-7.43,-1.14,1.77,-65.05,101.17,true
1563,1.46,-7.39,16.46,-7.39,-1.13,1.77,-64.92,101.18,true
1564,1.47,-7.35,16.47,-7.35,-1.13,1.77,-64.78,101.19,true
1565,1.49,-7.31,16.49,-7.31,-1.13,1.77,-64.65,101.2,true
1566,1.51,-7.27,16.51,-7.27,-1.13,1.77,-64.52,101.21,true
1567,1.52,-7.23,16.52,-7.23,-1.12,1.77,-64.39,101.22,true
1568,1.54,-7.2,16.54,-7.2,-1.12,1.77,-64.26,101.22,true
1569,1.55,-7.16,16.55,-7.16,-1.12,1.77,-64.13,101.22,true
1570,1.57,-7.12,16.57,-7.12,-1.12,1.77,-64.0,101.23,true
1571,1.58,-7.09,16.58,-7.09,-1.11,1.77,-63.88,101.23,true
1572,1.6,-7.05,16.6,-7.05,-1.11,1.77,-63.76,101.23,true
1573,1.61,-7.02,16.61,-7.02,-1.11,1.77,-63.63,101.22,true
1574,1.63,-6.98,16.63,-6.98,-1.11,1.77,-63.51,101.22,true
1575,1.65,-6.95,16.65,-6.95,-1.11,1.77,-63.4,101.21,true
1576,1.66,-6.92,16.66,-6.92,-1.1,1.77,-63.28,101.2,true
1577,1.68,-6.89,16.68,-6.89,-1.1,1.77,-63.17,101.19,true
1578,1.69,-6.86,16.69,-6.86,-1.1,1.77,-63.05,101.17,true
1579,1.71,-6.83,16.71,-6.83,-1.1,1.77,-62.94,101.15,true
1580,1.72,-6.8,16.72,-6.8,-1.1,1.77,-62.83,101.13,true
1581,1.74,-6.77,16.74,-6.77,-1.09,1.76,-62.73,101.11,true
1582,1.75,-6.74,16.75,-6.74,-1.09,1.76,-62.62,101.09,true
1583,1.77,-6.72,16.77,-6.72,-1.09,1.76,-62.52,101.06,true
1584,1.79,-6.69,16.79,-6.69,-1.09,1.76,-62.41,101.03,true
1585,1.8,-6.67,16.8,-6.67,-1.09,1.76,-62.31,100.99,true
1586,1.82,-6.65,16.82,-6.65,-1.09,1.76,-62.22,100.96,true
1587,1.83,-6.62,16.83,-6.62,-1.08,1.76,-62.12,100.92,true
1588,1.85,-6.6,16.85,-6.6,-1.08,1.76,-62.02,100.87,true
1589,1.87,-6.58,16.87,-6.58,-1.08,1.76,-61.93,100.83,true
1590,1.88,-6.56,16.88,-6.56,-1.08,1.76,-61.84,100.78,true
1591,1.9,-6.55,16.9,-6.55,-1.08,1.76,-61.75,100.73,true
1592,1.92,-6.53,16.92,-6.53,-1.08,1.76,-61.66,100.67,true
1593,1.94,-6.51,16.94,-6.51,-1.07,1.76,-61.58,100.61,true
1594,1.96,-6.5,16.96,-6.5,-1.07,1.75,-61.49,100.55,true
1595,1.97,-6.49,16.97,-6.49,-1.07,1.75,-61.41,100.48,true
1596,1.99,-6.47,16.99,-6.47,-1.07,1.75,-61.33,100.41,true
1597,2.01,-6.46,17.01,-6.46,-1.07,1.75,-61.25,100.33,true
1598,2.03,-6.45,17.03,-6.45,-1.07,1.75,-61.17,100.26,true
1599,2.05,-6.44,17.05,-6.44,-1.07,1.75,-61.1,100.17,true
1600,2.07,-6.43,17.07,-6.43,-1.07,1.75,-61.02,100.09,true
1601,2.09,-6.43,17.09,-6.43,-1.06,1.75,-60.95,100.0,true
1602,2.11,-6.42,17.11,-6.42,-1.06,1.74,-60.88,99.9,true
1603,2.13,-6.42,17.13,-6.42,-1.06,1.74,-60.81,99.81,true
1604,2.15,-6.41,17.15,-6.41,-1.06,1.74,-60.74,99.7,true
1605,2.17,-6.41,17.17,-6.41,-1.06,1.74,-60.67,99.6,true
1606,2.19,-6.41,17.19,-6.41,-1.06,1.74,-60.61,99.49,true
1607,2.22,-6.41,17.22,-6.41,-1.06,1.73,-60.54,99.37,true
1608,2.24,-6.41,17.24,-6.41,-1.06,1.73,-60.48,99.26,true
1609,2.26,-6.41,17.26,-6.41,-1.05,1.73,-60.42,99.13,true
1610,2.29,-6.41,17.29,-6.41,-1.05,1.73,-60.36,99.01,true
1611,2.31,-6.41,17.31,-6.41,-1.05,1.73,-60.3,98.87,true
1612,2.33,-6.42,17.33,-6.42,-1.05,1.72,-60.24,98.74,true
1613,2.36,-6.42,17.36,-6.42,-1.05,1.72,-60.18,98.6,true
1614,2.38,-6.43,17.38,-6.43,-1.05,1.72,-60.12,98.46,true
1615,2.41,-6.44,17.41,-6.44,-1.05,1.72,-60.06,98.31,true
1616,2.44,-6.45,17.44,-6.45,-1.05,1.71,-60.01,98.15,true
1617,2.46,-6.45,17.46,-6.45,-1.05,1.71,-59.95,98.0,true
1618,2.49,-6.46,17.49,-6.46,-1.05,1.71,-59.9,97.84,true
1619,2.52,-6.47,17.52,-6.47,-1.04,1.7,-59.84,97.67,true
1620,2.54,-6.49,17.54,-6.49,-1.04,1.7,-59.79,97.5,true
1621,2.57,-6.5,17.57,-6.5,-1.04,1.7,-59.73,97.33,true
1622,2.6,-6.51,17.6,-6.51,-1.04,1.7,-59.68,97.15,true
1623,2.63,-6.53,17.63,-6.53,-1.04,1.69,-59.63,96.96,true
1624,2.66,-6.54,17.66,-6.54,-1.04,1.69,-59.57,96.78,true
1625,2.69,-6.56,17.69,-6.56,-1.04,1.69,-59.52,96.58,true
1626,2.72,-6.57,17.72,-6.57,-1.04,1.68,-59.47,96.39,true
1627,2.75,-6.59,17.75,-6.59,-1.04,1.68,-59.41,96.19,true
1628,2.79,-6.61,17.79,-6.61,-1.04,1.68,-59.36,95.98,true
1629,2.82,-6.63,17.82,-6.63,-1.04,1.67,-59.3,95.77,true
1630,2.85,-6.64,17.85,-6.64,-1.03,1.67,-59.25,95.56,true
1631,2.88,-6.66,17.88,-6.66,-1.03,1.66,-59.19,95.35,true
1632,2.92,-6.68,17.92,-6.68,-1.03,1.66,-59.14,95.12,true
1633,2.95,-6.7,17.95,-6.7,-1.03,1.66,-59.08,94.9,true
1634,2.99,-6.73,17.99,-6.73,-1.03,1.65,-59.03,94.67,true
1635,3.02,-6.75,18.02,-6.75,-1.03,1.65,-58.97,94.44,true
1636,3.06,-6.77,18.06,-6.77,-1.03,1.64,-58.91,94.2,true
1637,3.09,-6.79,18.09,-6.79,-1.03,1.64,-58.85,93.96,true
1638,3.13,-6.82,18.13,-6.82,-1.03,1.64,-58.79,93.72,true
1639,3.17,-6.84,18.17,-6.84,-1.03,1.63,-58.73,93.47,true
1640,3.2,-6.86,18.2,-6.86,-1.02,1.63,-58.67,93.22,true
1641,3.24,-6.89,18.24,-6.89,-1.02,1.62,-58.61,92.96,true
1642,3.28,-6.91,18.28,-6.91,-1.02,1.62,-58.55,92.71,true
1643,3.32,-6.94,18.32,-6.94,-1.02,1.61,-58.48,92.45,true
1644,3.36,-6.96,18.36,-6.96,-1.02,1.61,-58.42,92.18,true
1645,3.4,-6.99,18.4,-6.99,-1.02,1.6,-58.35,91.91,true
1646,3.43,-7.01,18.43,-7.01,-1.02,1.6,-58.28,91.64,true
1647,3.47,-7.04,18.47,-7.04,-1.02,1.59,-58.21,91.37,true
1648,3.51,-7.06,18.51,-7.06,-1.01,1.59,-58.14,91.09,true
1649,3.56,-7.09,18.56,-7.09,-1.01,1.59,-58.07,90.81,true
1650,3.6,-7.11,18.6,-7.11,-1.01,1.58,-57.99,90.53,true
1651,3.64,-7.14,18.64,-7.14,-1.01,1.58,-57.92,90.25,true
1652,3.68,-7.16,18.68,-7.16,-1.01,1.57,-57.84,89.96,true
1653,3.72,-7.19,18.72,-7.19,-1.01,1.57,-57.76,89.67,true
1654,3.76,-7.22,18.76,-7.22,-1.01,1.56,-57.68,89.38,true
1655,3.81,-7.24,18.81,-7.24,-1.01,1.55,-57.6,89.09,true
1656,3.85,-7.27,18.85,-7.27,-1.0,1.55,-57.52,88.8,true
1657,3.89,-7.29,18.89,-7.29,-1.0,1.54,-57.44,88.5,true
1658,3.93,-7.32,18.93,-7.32,-1.0,1.54,-57.35,88.2,true
1659,3.98,-7.34,18.98,-7.34,-1.0,1.53,-57.26,87.9,true
1660,4.02,-7.37,19.02,-7.37,-1.0,1.53,-57.17,87.6,true
1661,4.06,-7.39,19.06,-7.39,-1.0,1.52,-57.08,87.3,true
1662,4.11,-7.42,19.11,-7.42,-0.99,1.52,-56.99,87.0,true
1663,4.15,-7.44,19.15,-7.44,-0.99,1.51,-56.9,86.69,true
1664,4.2,-7.46,19.2,-7.46,-0.99,1.51,-56.8,86.39,true
1665,4.24,-7.49,19.24,-7.49,-0.99,1.5,-56.71,86.08,true
1666,4.28,-7.51,19.28,-7.51,-0.99,1.5,-56.61,85.78,true
1667,4.33,-7.53,19.33,-7.53,-0.99,1.49,-56.51,85.47,true
1668,4.37,-7.55,19.37,-7.55,-0.98,1.49,-56.41,85.17,true
1669,4.42,-7.58,19.42,-7.58,-0.98,1.48,-56.31,84.86,true
1670,4.46,-7.6,19.46,-7.6,-0.98,1.48,-56.2,84.55,true
1671,4.51,-7.62,19.51,-7.62,-0.98,1.47,-56.1,84.25,true
1672,4.55,-7.64,19.55,-7.64,-0.98,1.47,-55.99,83.94,true
1673,4.59,-7.66,19.59,-7.66,-0.98,1.46,-55.88,83.64,true
1674,4.64,-7.68,19.64,-7.68,-0.97,1.45,-55.77,83.33,true
1675,4.68,-7.69,19.68,-7.69,-0.97,1.45,-55.66,83.03,true
1676,4.73,-7.71,19.73,-7.71,-0.97,1.44,-55.55,82.73,true
1677,4.77,-7.73,19.77,-7.73,-0.97,1.44,-55.44,82.43,true
1678,4.81,-7.75,19.81,-7.75,-0.97,1.43,-55.32,82.13,true
1679,4.86,-7.76,19.86,-7.76,-0.96,1.43,-55.21,81.83,true
1680,4.9,-7.78,19.9,-7.78,-0.96,1.42,-55.09,81.53,true
1681,4.94,-7.79,19.94,-7.79,-0.96,1.42,-54.97,81.24,true
1682,4.99,-7.8,19.99,-7.8,-0.96,1.41,-54.85,80.95,true
1683,5.03,-7.82,20.03,-7.82,-0.96,1.41,-54.73,80.66,true
1684,5.07,-7.83,20.07,-7.83,-0.95,1.4,-54.61,80.37,true
1685,5.12,-7.84,20.12,-7.84,-0.95,1.4,-54.49,80.08,true
1686,5.16,-7.85,20.16,-7.85,-0.95,1.39,-54.37,79.8,true
1687,5.2,-7.86,20.2,-7.86,-0.95,1.39,-54.25,79.52,true
1688,5.24,-7.87,20.24,-7.87,-0.94,1.38,-54.13,79.24,true
1689,5.28,-7.88,20.28,-7.88,-0.94,1.38,-54.0,78.97,true
1690,5.32,-7.89,20.32,-7.89,-0.94,1.37,-53.88,78.7,true
1691,5.36,-7.89,20.36,-7.89,-0.94,1.37,-53.75,78.43,true
1692,5.4,-7.9,20.4,-7.9,-0.94,1.36,-53.63,78.17,true
1693,5.44,-7.9,20.44,-7.9,-0.93,1.36,-53.5,77.9,true
1694,5.48,-7.91,20.48,-7.91,-0.93,1.36,-53.38,77.65,true
1695,5.52,-7.91,20.52,-7.91,-0.93,1.35,-53.25,77.39,true
1696,5.56,-7.91,20.56,-7.91,-0.93,1.35,-53.12,77.14,true
1697,5.6,-7.92,20.6,-7.92,-0.92,1.34,-53.0,76.9,true
1698,5.64,-7.92,20.64,-7.92,-0.92,1.34,-52.87,76.66,true
1699,5.68,-7.92,20.68,-7.92,-0.92,1.33,-52.74,76.42,true
1700,5.71,-7.92,20.71,-7.92,-0.92,1.33,-52.62,76.18,true
1701,5.75,-7.91,20.75,-7.91,-0.92,1.33,-52.49,75.96,true
1702,5.79,-7.91,20.79,-7.91,-0.91,1.32,-52.36,75.73,true
1703,5.82,-7.91,20.82,-7.91,-0.91,1.32,-52.24,75.51,true
1704,5.86,-7.9,20.86,-7.9,-0.91,1.31,-52.11,75.3,true
1705,5.89,-7.9,20.89,-7.9,-0.91,1.31,-51.99,75.09,true
1706,5.93,-7.89,20.93,-7.89,-0.91,1.31,-51.86,74.88,true
1707,5.96,-7.89,20.96,-7.89,-0.9,1.3,-51.74,74.68,true
1708,5.99,-7.88,20.99,-7.88,-0.9,1.3,-51.61,74.48,true
1709,6.02,-7.87,21.02,-7.87,-0.9,1.3,-51.49,74.29,true
1710,6.06,-7.86,21.06,-7.86,-0.9,1.29,-51.36,74.11,true
1711,6.09,-7.85,21.09,-7.85,-0.89,1.29,-51.24,73.93,true
1712,6.12,-7.84,21.12,-7.84,-0.89,1.29,-51.12,73.75,true
1713,6.15,-7.83,21.15,-7.83,-0.89,1.28,-51.0,73.58,true
1714,6.18,-7.81,21.18,-7.81,-0.89,1.28,-50.88,73.41,true
1715,6.21,-7.8,21.21,-7.8,-0.89,1.28,-50.76,73.25,true
1716,6.24,-7.79,21.24,-7.79,-0.88,1.28,-50.64,73.1,true
1717,6.27,-7.77,21.27,-7.77,-0.88,1.27,-50.52,72.95,true
1718,6.29,-7.75,21.29,-7.75,-0.88,1.27,-50.4,72.8,true
1719,6.32,-7.74,21.32,-7.74,-0.88,1.27,-50.28,72.66,true
1720,6.35,-7.72,21.35,-7.72,-0.88,1.27,-50.17,72.53,true
1721,6.37,-7.7,21.37,-7.7,-0.87,1.26,-50.05,72.4,true
1722,6.4,-7.68,21.4,-7.68,-0.87,1.26,-49.94,72.28,true
1723,6.42,-7.66,21.42,-7.66,-0.87,1.26,-49.82,72.16,true
1724,6.45,-7.64,21.45,-7.64,-0.87,1.26,-49.71,72.04,true
1725,6.47,-7.62,21.47,-7.62,-0.87,1.26,-49.6,71.93,true
1726,6.49,-7.6,21.49,-7.6,-0.86,1.25,-49.49,71.83,true
1727,6.52,-7.58,21.52,-7.58,-0.86,1.25,-49.38,71.73,true
1728,6.54,-7.56,21.54,-7.56,-0.86,1.25,-49.27,71.63,true
1729,6.56,-7.53,21.56,-7.53,-0.86,1.25,-49.16,71.54,true
1730,6.58,-7.51,21.58,-7.51,-0.86,1.25,-49.05,71.46,true
1731,6.6,-7.49,21.6,-7.49,-0.85,1.25,-48.95,71.38,true
1732,6.62,-7.46,21.62,-7.46,-0.85,1.24,-48.84,71.3,true
1733,6.64,-7.44,21.64,-7.44,-0.85,1.24,-48.74,71.23,true
1734,6.66,-7.41,21.66,-7.41,-0.85,1.24,-48.63,71.16,true
1735,6.68,-7.38,21.68,-7.38,-0.85,1.24,-48.53,71.1,true
1736,6.69,-7.36,21.69,-7.36,-0.85,1.24,-48.43,71.04,true
1737,6.71,-7.33,21.71,-7.33,-0.84,1.24,-48.33,70.98,true
1738,6.73,-7.3,21.73,-7.3,-0.84,1.24,-48.23,70.93,true
1739,6.75,-7.27,21.75,-7.27,-0.84,1.24,-48.13,70.88,true
1740,6.76,-7.25,21.76,-7.25,-0.84,1.24,-48.03,70.84,true
1741,6.78,-7.22,21.78,-7.22,-0.84,1.24,-47.94,70.8,true
1742,6.79,-7.19,21.79,-7.19,-0.83,1.24,-47.84,70.76,true
1743,6.81,-7.16,21.81,-7.16,-0.83,1.23,-47.75,70.73,true
1744,6.82,-7.13,21.82,-7.13,-0.83,1.23,-47.65,70.7,true
1745,6.83,-7.1,21.83,-7.1,-0.83,1.23,-47.56,70.67,true
